22|10507|999|computer science
20107|edd|20|computerscience
22|10507|0|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
6487104||-804782986|
